number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
134,0.29659250960175787,2026-02-26 12:08:15.454009,2026-02-26 12:08:48.300538,0 days 00:00:32.846529,0.5848242712170995,0.058777477527020505,0.16911696124911046,10,8,2,1852,0.01567151825446211,0.32041476028734034,13.293970436260436,0.9305884910145783,COMPLETE
135,0.14519024761597013,2026-02-26 12:08:48.335956,2026-02-26 12:09:14.582027,0 days 00:00:26.246071,0.5532583064982707,0.027029554174305564,0.19791073085718813,10,7,2,1738,0.009814940118016932,0.6859157017447495,12.880835866265834,0.7937421275800559,PRUNED
136,0.13987292533921047,2026-02-26 12:09:14.608612,2026-02-26 12:09:41.548624,0 days 00:00:26.940012,0.648804448937045,0.07643973100787067,0.18223615562284992,10,8,1,1943,0.013664605103346914,0.2693757217945132,14.108102843728474,0.7664265668580473,PRUNED
137,0.2961202590519786,2026-02-26 12:09:41.574466,2026-02-26 12:10:06.478905,0 days 00:00:24.904439,0.6159084203611436,0.1183817807596738,0.19883618516001356,10,8,3,1792,0.0038052108037114666,0.37903611028170187,13.458157355257908,0.7451221590027782,COMPLETE
138,0.14269077947548314,2026-02-26 12:10:06.515224,2026-02-26 12:10:41.450161,0 days 00:00:34.934937,0.6575178328781874,0.048272909953516796,0.08088983104402317,4,7,2,1667,0.0017779943466707023,0.44502978733213355,12.010211162904758,0.7338833503119102,PRUNED
139,0.14509070744574215,2026-02-26 12:10:41.481631,2026-02-26 12:11:19.310384,0 days 00:00:37.828753,0.7251347585260596,0.018669986967827578,0.06922252681904865,10,8,2,1961,0.002170261287144722,1.1647616493475346,12.673990124305027,0.9574260320675673,PRUNED
140,0.14401067499932932,2026-02-26 12:11:19.337649,2026-02-26 12:11:45.950902,0 days 00:00:26.613253,0.694165659068518,0.023058304794825363,0.17538916981472005,9,7,1,1911,0.009126862986189418,0.13835936122510542,13.042288758832177,0.7848491945077185,PRUNED
141,0.2858615091188382,2026-02-26 12:11:45.975810,2026-02-26 12:12:11.460347,0 days 00:00:25.484537,0.6785712219063028,0.04004797170808858,0.18534261518588643,10,8,3,1872,0.011174597929863602,1.5476439636619082,12.460464880234408,0.811795163530297,COMPLETE
142,0.28694815561243703,2026-02-26 12:12:11.502546,2026-02-26 12:12:45.057599,0 days 00:00:33.555053,0.7013468247723461,0.06339861702259564,0.09422644089057108,10,8,2,1823,0.0065604497695876856,0.9082365095642503,12.059269090591709,0.7248323397535422,COMPLETE
143,0.27725781764787333,2026-02-26 12:12:45.095598,2026-02-26 12:13:06.031807,0 days 00:00:20.936209,0.6432505016876487,0.027843382508536296,0.19138625556362102,10,9,1,1781,0.008099022458630766,0.7640937967868021,12.005084544937255,0.7527663485514298,COMPLETE
144,0.13946580224245947,2026-02-26 12:13:06.061700,2026-02-26 12:13:27.682115,0 days 00:00:21.620415,0.6383074999183864,0.027896346928584857,0.19991222043828044,10,9,1,1744,0.016339229705337736,0.7051673320277755,12.002102082971703,0.7753861686780055,PRUNED
145,0.15912382545088674,2026-02-26 12:13:27.709504,2026-02-26 12:14:01.126204,0 days 00:00:33.416700,0.612336967625453,0.03507570317921187,0.190949882066508,10,9,1,1776,0.008588140742124675,0.5622847938364964,49.00859046514195,0.7515745590624604,PRUNED
146,0.29642152364965757,2026-02-26 12:14:01.161816,2026-02-26 12:14:27.494143,0 days 00:00:26.332327,0.6512853633148119,0.013174162973089732,0.179161445287987,10,9,1,1848,0.002800293485351798,0.36400074238928787,13.607847472249048,0.8989946973307459,COMPLETE
147,0.2857858578050616,2026-02-26 12:14:27.535518,2026-02-26 12:14:45.400479,0 days 00:00:17.864961,0.5734520352025102,0.04849152300101614,0.17032041412821186,9,9,2,1887,0.004856518012680612,0.2090665743177093,12.6781088933349,0.8008506942206148,COMPLETE
148,0.2932674070138207,2026-02-26 12:14:45.438066,2026-02-26 12:15:05.308072,0 days 00:00:19.870006,0.6339949016413449,0.02987263345344473,0.16185631606092624,6,9,3,1799,0.012844393030875987,0.2982526391785056,13.15619239631664,0.7711260152879656,COMPLETE
149,0.1469762163693947,2026-02-26 12:15:05.336510,2026-02-26 12:15:43.001063,0 days 00:00:37.664553,0.6655693664171303,0.023775988051650886,0.1858719770939888,10,8,2,1689,4.57216985917839,0.4685344093959202,14.33803183683471,0.7431315643507268,PRUNED
150,0.14292299070543033,2026-02-26 12:15:43.026880,2026-02-26 12:16:26.463616,0 days 00:00:43.436736,0.679430812389395,0.10348556147773168,0.1911613071074106,9,6,1,1637,0.008341271370242972,0.7918366145480111,12.469319778031622,0.8829878317774529,PRUNED
151,0.1442340798674886,2026-02-26 12:16:26.589236,2026-02-26 12:16:51.834790,0 days 00:00:25.245554,0.7219510645266471,0.043319101626762536,0.1782077551158471,10,7,3,1923,0.006645736629275187,1.2575469510814903,12.004829779982119,0.7620932622283394,PRUNED
152,0.14928459592712853,2026-02-26 12:16:51.869745,2026-02-26 12:17:19.378366,0 days 00:00:27.508621,0.7006101485377789,0.03801317763668974,0.19273609774870146,10,7,2,1824,0.005610817193386397,0.9753293571932102,12.812333299587888,0.7835660347104281,PRUNED
153,0.28586267401479476,2026-02-26 12:17:19.417971,2026-02-26 12:17:44.886344,0 days 00:00:25.468373,0.6251715220741819,0.05697231453345393,0.18448101971888367,10,7,1,1974,0.004072841851317399,0.6063784743891365,12.401537364408489,0.7357449285716366,COMPLETE
154,0.27930080100353316,2026-02-26 12:17:44.922347,2026-02-26 12:18:07.499815,0 days 00:00:22.577468,0.44781149794298686,0.031838587005307235,0.1696857368878477,10,9,2,1866,0.010273798647046514,1.7915703865322405,12.016309679907648,0.7571558071340547,COMPLETE
155,0.29381162913605435,2026-02-26 12:18:07.529762,2026-02-26 12:18:25.065203,0 days 00:00:17.535441,0.4973058687022847,0.019870139770442597,0.17051958839582146,10,9,2,1870,0.009971110544151313,0.6853777647771904,13.323951728983708,0.7499759520483508,COMPLETE
156,0.29930855097881026,2026-02-26 12:18:25.093859,2026-02-26 12:18:50.301362,0 days 00:00:25.207503,0.5189969753921886,0.029187919638495992,0.176536125753649,10,9,3,1757,0.011300685225914098,1.841966764981108,13.830681802313235,0.997650765060011,COMPLETE
157,0.28970976183267316,2026-02-26 12:18:50.334911,2026-02-26 12:19:18.399051,0 days 00:00:28.064140,0.4458896191591847,0.03458316904480993,0.1641387440375329,10,9,2,1895,0.00765492737893209,0.8870554213763964,12.907485760232882,0.7679612289830218,COMPLETE
158,0.28331893438274147,2026-02-26 12:19:18.427162,2026-02-26 12:19:36.572240,0 days 00:00:18.145078,0.4313271916488161,0.01755426337904512,0.18495785814456786,10,9,2,1721,0.003158911694695652,1.2046742101390129,12.482384140624218,0.7951898579515749,COMPLETE
159,0.15221101201429407,2026-02-26 12:19:36.608695,2026-02-26 12:19:54.826615,0 days 00:00:18.217920,0.64496594825918,0.08196478993220464,0.19254263852018977,9,8,3,1791,0.013283353199400475,0.10054134439701105,12.479011639339872,0.7558925859793291,PRUNED
160,0.2813722480730191,2026-02-26 12:19:54.860773,2026-02-26 12:20:22.470532,0 days 00:00:27.609759,0.48002888606988164,0.051686478047276496,0.17276395697538197,10,8,2,1844,0.00461214368771603,0.49913929818285185,12.022336165980958,0.7295954244488819,COMPLETE
161,0.2824774890533669,2026-02-26 12:20:22.509798,2026-02-26 12:20:57.256385,0 days 00:00:34.746587,0.45297692962636127,0.05318090259430713,0.18084574118814634,10,8,2,1841,0.004423012791264212,0.5275882911837038,12.082518839572764,0.7293946547179218,COMPLETE
162,0.13687530590268204,2026-02-26 12:20:57.294424,2026-02-26 12:21:26.089707,0 days 00:00:28.795283,0.4224810416567143,0.04540172044722736,0.19919221671795315,10,8,2,1863,0.0026302548497456717,0.3793547987300922,13.190316730035434,0.7457956029430838,PRUNED
163,0.28954887047069167,2026-02-26 12:21:26.132384,2026-02-26 12:21:50.464819,0 days 00:00:24.332435,0.6674373173697351,0.025687430702926627,0.17263960185231209,10,8,1,1918,0.005367066310982601,0.2553582883642569,12.794108821671498,0.7391448923109489,COMPLETE
164,0.2883447637077598,2026-02-26 12:21:50.494674,2026-02-26 12:22:17.903807,0 days 00:00:27.409133,0.40454410246634015,0.06066005510279706,0.18753319459431791,5,8,2,1801,0.003462995230785899,0.4643470840543748,12.394240535674305,0.7659705498174072,COMPLETE
165,0.278091224609641,2026-02-26 12:22:17.941976,2026-02-26 12:22:45.197303,0 days 00:00:27.255327,0.4667360809448067,0.03409157458057835,0.16927443667985567,10,9,1,1766,0.0019226424590978453,0.7667616225379267,12.066962337334262,0.7171535519680432,COMPLETE
166,0.3114027996057291,2026-02-26 12:22:45.227194,2026-02-26 12:24:08.981373,0 days 00:01:23.754179,0.4695386178963663,0.032141422210739595,0.05650052912639422,10,7,1,1762,0.002190179643518273,1.0420797710795884,13.504058513783047,0.723303840537912,COMPLETE
167,0.28314173866371645,2026-02-26 12:24:09.043578,2026-02-26 12:24:43.716807,0 days 00:00:34.673229,0.47312729781050533,0.0461840099583377,0.16033718837038713,10,8,1,1831,0.001783476440564165,0.7320673991599872,12.036142278029473,0.7535743134975775,COMPLETE
168,0.29025164600319264,2026-02-26 12:24:43.746352,2026-02-26 12:25:17.166936,0 days 00:00:33.420584,0.4939204912310247,0.06952913067383552,0.1677441927111281,10,8,1,1932,0.00146241777457828,0.5935090581797409,12.948669839201942,0.7078648611723541,COMPLETE
169,0.28589197025840407,2026-02-26 12:25:17.197446,2026-02-26 12:25:51.050623,0 days 00:00:33.853177,0.42537312938404215,0.02513277656312493,0.19221823855609663,9,9,10,1737,0.00247522692072565,0.8148917149489182,12.467172966429121,0.7135857065542845,COMPLETE
170,0.2969341639953151,2026-02-26 12:25:51.079844,2026-02-26 12:26:16.605293,0 days 00:00:25.525449,0.5345081184647907,0.034549957923100186,0.19969075769677372,10,9,2,1877,0.0036741559016057307,1.4571365831203544,13.881866397935857,0.731264352059075,COMPLETE
171,0.2855748313024008,2026-02-26 12:26:16.636773,2026-02-26 12:26:43.406069,0 days 00:00:26.769296,0.45408772526718666,0.039360517110800165,0.17844571773074108,10,9,2,1813,0.009597130823386351,0.5562145972161762,12.512445143708714,0.7401246294211881,COMPLETE
172,0.2749603377728609,2026-02-26 12:26:43.443466,2026-02-26 12:27:01.911193,0 days 00:00:18.467727,0.6898731963926489,0.029313736850315672,0.18337199348161032,10,9,1,1998,0.007180316918908883,0.9997404420334933,12.03744456690956,0.7757602034577514,COMPLETE
173,0.13923696569627678,2026-02-26 12:27:01.958976,2026-02-26 12:27:21.245300,0 days 00:00:19.286324,0.690150282214714,0.029749894342413732,0.1858591562712823,10,9,1,1991,0.007619534514142814,1.020711091378713,12.010568815078223,0.7781941504906214,PRUNED
174,0.298680315062246,2026-02-26 12:27:21.279159,2026-02-26 12:27:55.348082,0 days 00:00:34.068923,0.4853445466579356,0.021394941488167007,0.10888103505089387,10,8,1,1944,0.004961602934346197,0.6800279195722452,13.079524340107596,0.7829655015235043,COMPLETE
175,0.2744480256219578,2026-02-26 12:27:55.386293,2026-02-26 12:28:18.480730,0 days 00:00:23.094437,0.7313432727594977,0.028195710335012333,0.17277152658351594,10,9,1,1999,0.006493809495569396,0.8446356519969401,12.011974026390401,0.7614274649622329,COMPLETE
176,0.28160588920091534,2026-02-26 12:28:18.537452,2026-02-26 12:28:41.192158,0 days 00:00:22.654706,0.7154454469151436,0.024352830163626688,0.18217015749537957,10,9,1,1993,0.006422245239846038,0.920657270136831,12.804522301246735,0.7727687268644801,COMPLETE
177,0.2777531447177542,2026-02-26 12:28:41.233087,2026-02-26 12:29:02.632620,0 days 00:00:21.399533,0.7281927075316237,0.01684712225908883,0.19252520756922945,10,9,1,1963,0.002011223125342269,1.2120022132855792,12.518222620469663,0.7616574040775974,COMPLETE
178,0.29086159129310357,2026-02-26 12:29:02.668992,2026-02-26 12:29:26.094645,0 days 00:00:23.425653,0.7383468112092562,0.01613149619367768,0.16704564831411614,10,9,1,1952,0.0018434753083143647,1.6247119684274902,13.355268145308068,0.7596151192981357,COMPLETE
179,0.2788871992935572,2026-02-26 12:29:26.123982,2026-02-26 12:29:49.651561,0 days 00:00:23.527579,0.7323668956150668,0.013208671347616307,0.19071102280671443,9,9,1,1970,0.0011928536230086792,1.1696261899642801,12.563122539987706,0.7892514332770831,COMPLETE
180,0.2829999554353508,2026-02-26 12:29:49.687998,2026-02-26 12:30:16.044307,0 days 00:00:26.356309,0.730229356727462,0.008167458019661265,0.17548200918708182,9,9,1,1995,0.001161175499870794,1.3573134200478538,12.734876460666674,0.7922208757170073,COMPLETE
181,0.277586156963062,2026-02-26 12:30:16.074803,2026-02-26 12:30:41.989941,0 days 00:00:25.915138,0.7012912258118579,0.010628822905328066,0.19100282206863106,10,9,1,1964,0.001496391092713545,1.0808173915690527,12.432847727305052,0.7861914547160462,COMPLETE
182,0.2773882136746903,2026-02-26 12:30:42.018201,2026-02-26 12:31:02.775178,0 days 00:00:20.756977,0.7022825233377294,0.01170771787987006,0.19011940958765575,9,9,1,1965,0.0010372186508594387,1.15099657089862,12.525447986512786,0.7999418172415179,COMPLETE
183,0.2784804449823525,2026-02-26 12:31:02.807748,2026-02-26 12:31:25.459960,0 days 00:00:22.652212,0.7015867513546038,0.00951240414419195,0.19178955844780907,9,9,1,1967,0.0011961489850298747,1.245007675099652,12.625037551463281,0.8118986298300542,COMPLETE
184,0.28417917689357813,2026-02-26 12:31:25.490490,2026-02-26 12:31:51.816903,0 days 00:00:26.326413,0.7267384221192448,0.009270277974473443,0.19156369023768213,9,9,1,1966,0.0010729827549001301,1.1328302958822936,13.022757711969167,0.8201688200655302,COMPLETE
185,0.2903090870726542,2026-02-26 12:31:51.849099,2026-02-26 12:32:16.956810,0 days 00:00:25.107711,0.7004019922988447,0.01217775669386506,0.19161054755080834,9,9,1,1964,0.0013650631799782438,1.1327525211650658,13.659621440855672,0.8122207162497355,COMPLETE
186,0.2980323848704922,2026-02-26 12:32:16.986937,2026-02-26 12:33:31.065840,0 days 00:01:14.078903,0.7187908310610559,0.0071311843047859825,0.04487237311388393,9,9,1,2000,0.0015330028083717724,0.8633540398078722,12.602287990375025,0.8008796458172699,COMPLETE
187,0.14192751242914403,2026-02-26 12:33:31.095799,2026-02-26 12:33:48.677008,0 days 00:00:17.581209,0.6892474452170761,0.005603369152378637,0.1798724749565277,9,9,1,1926,0.0012201750793361383,1.225801376189122,13.173899287658807,0.8295350084112333,PRUNED
188,0.13655034227162444,2026-02-26 12:33:48.713304,2026-02-26 12:34:15.831924,0 days 00:00:27.118620,0.7370404701885223,0.011937600465313981,0.19037282147179677,9,9,1,1948,0.0016426381155471553,0.9730327994790559,12.610219135109793,0.7894131412708847,PRUNED
189,0.13962837125908395,2026-02-26 12:34:15.858931,2026-02-26 12:34:42.205331,0 days 00:00:26.346400,0.6998956449699826,0.010383168393139913,0.17352215096342283,9,9,1,1924,0.0010044193104409337,1.8740443878900515,20.493968425924454,0.8057029482999396,PRUNED
190,0.13646493977974286,2026-02-26 12:34:42.230560,2026-02-26 12:35:10.703994,0 days 00:00:28.473434,0.708621462943799,0.013659458260598337,0.18541975395217924,10,9,1,1967,0.0019472373795320706,0.804910616470686,14.280458887425604,0.7970145643924593,PRUNED
191,0.2814857620876607,2026-02-26 12:35:10.739255,2026-02-26 12:35:29.076582,0 days 00:00:18.337327,0.6797189845337609,0.010356541776847744,0.18125141635108707,10,9,1,1904,0.0014205346666207382,1.5084960947933364,12.476520254694433,0.7743877379268393,COMPLETE
192,0.13991625395434387,2026-02-26 12:35:29.114617,2026-02-26 12:35:46.975735,0 days 00:00:17.861118,0.7128262798833536,0.015603847740434447,0.19312057359643806,10,9,1,2000,0.001227936846134417,1.300906694043809,12.444602400140333,0.7878329103015463,PRUNED
193,0.15193213029573974,2026-02-26 12:35:47.008880,2026-02-26 12:36:03.069662,0 days 00:00:16.060782,0.9758412921258521,0.006530966318718798,0.18576326467898963,10,9,1,1903,0.002152263505306369,1.6939337248110768,12.927033995618707,0.781688009722147,PRUNED
194,0.1466727805745623,2026-02-26 12:36:03.096958,2026-02-26 12:36:26.462307,0 days 00:00:23.365349,0.7278198614114676,0.018745434619908484,0.17500658088722407,10,9,1,1947,0.001509084191817385,1.0874382209069824,12.001732842292753,0.7650666994199671,PRUNED
195,0.28852144568186733,2026-02-26 12:36:26.487193,2026-02-26 12:36:50.018877,0 days 00:00:23.531684,0.7017912171592366,0.014475060877659944,0.1926415812827599,9,9,1,1897,0.0023353822785108307,0.8348979299234166,13.527961682140827,0.770999097094257,COMPLETE
196,0.14318759558016889,2026-02-26 12:36:50.046923,2026-02-26 12:37:14.816468,0 days 00:00:24.769545,0.6835936253433927,0.01074801214016959,0.18088595746860897,9,9,1,1936,0.0018662370192974811,0.7066494771434826,12.464170296140525,0.7614418705084526,PRUNED
197,0.28044848696320895,2026-02-26 12:37:14.842659,2026-02-26 12:37:41.308987,0 days 00:00:26.466328,0.7125842862671572,0.0195326837510039,0.1997397342376377,10,9,1,1967,0.0010336344258939565,0.9419441369390567,12.863807258982678,0.8094100449840576,COMPLETE
198,0.145823563815054,2026-02-26 12:37:41.339482,2026-02-26 12:38:07.319411,0 days 00:00:25.979929,0.7481287456645416,0.007732760625994337,0.16881557666466537,10,9,1,1866,0.0030135353481782383,1.3332105009164492,27.753289490635897,0.7475855528774981,PRUNED
199,0.2862216005678709,2026-02-26 12:38:07.347786,2026-02-26 12:38:25.138910,0 days 00:00:17.791124,0.7233256050210576,0.029207879303204336,0.18712740180823878,10,10,3,1911,0.0015692197970250414,1.8834467475782615,13.182648859395515,0.7985918552899722,COMPLETE
200,0.146557197139269,2026-02-26 12:38:25.169178,2026-02-26 12:38:52.940810,0 days 00:00:27.771632,0.6919274441900896,0.013525781101531506,0.15782887529480708,10,9,1,1858,0.0012731791098827224,1.0558734201689322,12.434703227446603,0.778827422209019,PRUNED
201,0.2768448430529098,2026-02-26 12:38:52.977576,2026-02-26 12:39:11.185811,0 days 00:00:18.208235,0.675324746079526,0.03304405412807924,0.18414306762049,10,9,2,1886,0.09920376543702696,0.6750051390045043,12.00282716676061,0.7573615387065684,COMPLETE
202,0.2831130975962188,2026-02-26 12:39:11.230495,2026-02-26 12:39:38.690825,0 days 00:00:27.460330,0.6758612576583861,0.03137874980223158,0.17943894543161207,10,9,2,1966,0.0025820560484980633,0.6704981073090087,12.497282893638841,0.7559030261157769,COMPLETE
203,0.14532694162213047,2026-02-26 12:39:38.728072,2026-02-26 12:40:06.627790,0 days 00:00:27.899718,0.7054283577768612,0.04113248150093939,0.1908675315384529,10,9,3,663,0.0018443320815347925,0.816714536928915,12.009417177332256,0.7675778479551468,PRUNED
204,0.1375543065108367,2026-02-26 12:40:06.665689,2026-02-26 12:40:31.540211,0 days 00:00:24.874522,0.6940303073869792,0.022335297286896708,0.18625827006420592,10,9,1,1887,0.002296278931956259,1.4768531591600131,12.47147052850056,0.7883130569811039,PRUNED
205,0.2887521900662266,2026-02-26 12:40:31.574241,2026-02-26 12:40:54.762596,0 days 00:00:23.188355,0.6556296339222624,0.03299172360982481,0.17445803251583233,10,9,2,1999,0.07519599514212087,0.7313560051457745,12.927302923792578,0.7464830053418652,COMPLETE
206,0.27276296952259277,2026-02-26 12:40:54.795625,2026-02-26 12:41:12.396408,0 days 00:00:17.600783,0.6831000850933486,0.041778894340014194,0.19359359203173498,10,10,1,1930,0.0029267164674027664,0.982686789587549,12.002664794558092,0.7588303721597227,COMPLETE
207,0.27438248158067663,2026-02-26 12:41:12.444804,2026-02-26 12:41:30.697379,0 days 00:00:18.252575,0.6769003897354078,0.005163287890200258,0.19332821052044635,10,10,1,1929,0.22025037003204812,1.0437011743059914,12.02809055899311,0.7605266041060726,COMPLETE
208,0.2757614754268839,2026-02-26 12:41:30.728361,2026-02-26 12:41:49.869122,0 days 00:00:19.140761,0.6754705435615265,0.004548202896673766,0.19261782928449797,10,9,1,1932,0.13903224554849422,1.0369520504380327,12.043565969169443,0.7632446037640483,COMPLETE
209,0.1392799170610292,2026-02-26 12:41:49.897310,2026-02-26 12:42:07.462552,0 days 00:00:17.565242,0.6806513020303129,0.00317506952413527,0.19981260901465753,10,9,1,1939,0.12930455708705058,1.0670565122464615,12.004786885774005,0.7619216560665368,PRUNED
210,0.2875892405605991,2026-02-26 12:42:07.489402,2026-02-26 12:42:30.205866,0 days 00:00:22.716464,0.664637060104091,0.0035681641743404283,0.19245810961814774,9,9,1,415,0.16456930001884232,1.2639105075820314,13.024310102027629,0.7690217884657474,COMPLETE
211,0.2766823924511229,2026-02-26 12:42:30.241780,2026-02-26 12:42:47.160363,0 days 00:00:16.918583,0.6722948965360108,0.0034258672970998816,0.19235161836831768,10,9,1,1924,0.11538075180011845,0.9474579732297048,12.000970483119708,0.7508704832341951,COMPLETE
212,0.2805124069205337,2026-02-26 12:42:47.200095,2026-02-26 12:43:09.989015,0 days 00:00:22.788920,0.6754070834401827,0.0046104571570200325,0.19329087267412645,10,9,1,1938,0.1019247541510492,0.9460141312822601,12.399982925564952,0.7534460308200552,COMPLETE
213,0.2757660565416728,2026-02-26 12:43:10.027293,2026-02-26 12:43:32.777877,0 days 00:00:22.750584,0.6552521903898092,0.003780412321358651,0.19364640589753518,10,9,1,1977,0.08600720415582855,1.176275435775992,12.070221355960351,0.7741474771188865,COMPLETE
214,0.14708829381143737,2026-02-26 12:43:32.807180,2026-02-26 12:43:55.533015,0 days 00:00:22.725835,0.6436561311945153,0.0035227456410099737,0.19262890235691807,10,9,1,1971,0.12901240157549315,1.0708472540379805,12.784202994577518,0.7751867590902284,PRUNED
215,0.13856490477162087,2026-02-26 12:43:55.560616,2026-02-26 12:44:12.514662,0 days 00:00:16.954046,0.6540214293418025,0.002182474258431075,0.199024123882633,10,9,1,1971,0.21998893288205484,0.7807103905249834,12.388397371229832,0.7860827797965813,PRUNED
216,0.27432768998485,2026-02-26 12:44:12.541055,2026-02-26 12:44:39.292678,0 days 00:00:26.751623,0.6855577652090783,0.005457183105135002,0.18693975681563493,10,9,1,1920,0.06398909587979668,1.2265230011280561,12.068312431740958,0.7641273282930022,COMPLETE
217,0.27498341897581396,2026-02-26 12:44:39.329896,2026-02-26 12:44:58.176356,0 days 00:00:18.846460,0.6716155618896819,0.0037948473416766558,0.19963493696316045,10,9,1,1919,0.05729748519048689,0.8358619368510977,12.026182651288284,0.7635236633579677,COMPLETE
218,0.27740370317122676,2026-02-26 12:44:58.213067,2026-02-26 12:45:22.701344,0 days 00:00:24.488277,0.6738579621245739,0.004084239601508766,0.1866600491810283,10,9,1,1918,0.08156046206597886,0.6408288157863052,12.028967888995762,0.7647592774266005,COMPLETE
219,0.16920020501205663,2026-02-26 12:45:22.731974,2026-02-26 12:45:46.283863,0 days 00:00:23.551889,0.6679963025580451,0.005546689515388399,0.18519067543884926,10,9,1,1908,0.08262706669068946,0.611913630345489,70.3033520455962,0.7650052463948525,PRUNED
220,0.14050845974568582,2026-02-26 12:45:46.321296,2026-02-26 12:46:03.729812,0 days 00:00:17.408516,0.6859364244260052,0.004054344850773154,0.18643960265298318,10,9,1,1933,0.05641635155791726,0.6369004646482102,12.000331951558751,0.7698644930439429,PRUNED
221,0.1427681857680277,2026-02-26 12:46:03.762984,2026-02-26 12:46:21.219460,0 days 00:00:17.456476,0.6721042964479848,0.0025341555918795967,0.19375938855792843,10,9,1,1917,0.058893130419308735,0.8810740930955197,12.026525437938565,0.7603818449612867,PRUNED
222,0.28573910066972374,2026-02-26 12:46:21.246123,2026-02-26 12:46:47.869166,0 days 00:00:26.623043,0.6553228096760713,0.0027666316306000525,0.1846842757873878,10,9,1,1919,0.11828655476419896,0.7478481718586532,12.783713581901639,0.7490811589192305,COMPLETE
223,0.14369213314714477,2026-02-26 12:46:47.901277,2026-02-26 12:47:06.516593,0 days 00:00:18.615316,0.6878573020063424,0.005344115813969365,0.19366000116086998,10,9,1,1945,0.10398524507709882,0.9121352823284381,12.008254748046875,0.7751838954159396,PRUNED
224,0.13388923469579395,2026-02-26 12:47:06.550255,2026-02-26 12:47:29.705443,0 days 00:00:23.155188,0.6761059302254482,0.004589774793935881,0.1990247338610049,10,9,1,1994,0.08309144658584551,1.394803558929142,12.454210100476033,0.7620844633184968,PRUNED
225,0.1350981589079601,2026-02-26 12:47:29.748756,2026-02-26 12:47:56.711036,0 days 00:00:26.962280,0.6619721891831877,0.004089699204993756,0.1795911283184786,10,9,1,1899,0.04427653547588607,0.7740686913875561,13.302334630351343,0.7506463521242358,PRUNED
226,0.14156871448216427,2026-02-26 12:47:56.740145,2026-02-26 12:48:19.415010,0 days 00:00:22.674865,0.6850198033650012,0.0033682159020307456,0.18719311203872502,10,9,1,1951,0.08769357620445688,0.5843481107087704,12.834060081417604,0.7700281747344546,PRUNED
227,0.27848163982877094,2026-02-26 12:48:19.450675,2026-02-26 12:48:42.713695,0 days 00:00:23.263020,0.6958007191405086,0.00502958635154089,0.1878489368741644,10,9,1,1999,0.06816027504162382,0.9895578351708212,12.462844062001967,0.7553780032449742,COMPLETE
228,0.1340641957844664,2026-02-26 12:48:42.761517,2026-02-26 12:49:05.979958,0 days 00:00:23.218441,0.6942973868073411,0.005743899762297997,0.17877269215440866,10,9,1,1996,0.06207150346756454,1.1928215261775903,12.499282241287474,0.7410768050802143,PRUNED
229,0.27653216140490106,2026-02-26 12:49:06.025767,2026-02-26 12:49:29.089115,0 days 00:00:23.063348,0.648086229142891,0.002916977434379352,0.18809933542045215,10,9,1,1963,0.0698204280810182,0.952168486600158,12.00630865591897,0.758070001629865,COMPLETE
230,0.13760257187323402,2026-02-26 12:49:29.127316,2026-02-26 12:49:46.335448,0 days 00:00:17.208132,0.6392778430310108,0.002898907680428932,0.1777748473078854,10,9,1,1959,0.05003897987987364,0.6624993319352115,12.008401266803165,0.7785938454252276,PRUNED
231,0.27987878747361533,2026-02-26 12:49:46.370530,2026-02-26 12:50:04.518368,0 days 00:00:18.147838,0.6503280691651172,0.003663983305850263,0.18943262139783879,10,9,1,2000,0.2125181797562039,0.9946172748656764,12.42065007748826,0.7607954889256803,COMPLETE
232,0.14262893883808292,2026-02-26 12:50:04.561210,2026-02-26 12:50:22.539751,0 days 00:00:17.978541,0.6752915497101284,0.004872452213521386,0.18779642360600685,10,9,1,1963,0.06729518288948781,0.9260902632315631,12.865752468803953,0.7583978350470986,PRUNED
233,0.28076232152077996,2026-02-26 12:50:22.594998,2026-02-26 12:50:40.154274,0 days 00:00:17.559276,0.661491249132125,0.004201891682807021,0.18305687765071516,10,9,1,1937,0.03736412153746425,1.2663659343840208,12.397870285371825,0.7671055908390585,COMPLETE
234,0.13544111101508516,2026-02-26 12:50:40.184282,2026-02-26 12:51:03.091964,0 days 00:00:22.907682,0.6715138840213487,0.0015853972670337787,0.19069028495275167,10,9,1,1894,0.08908575885132208,0.7901951411001035,12.00668332036413,0.7468670610533226,PRUNED
235,0.28770121144847205,2026-02-26 12:51:03.129608,2026-02-26 12:51:26.355398,0 days 00:00:23.225790,0.693432349936843,0.002336349830100064,0.18273595958913108,10,9,1,1964,0.14840991929123484,1.0949330998954363,13.131952939508203,0.7547216922421669,COMPLETE
236,0.13970632739381783,2026-02-26 12:51:26.401752,2026-02-26 12:51:48.733871,0 days 00:00:22.332119,0.6475316163958784,0.00304116859378223,0.19981635138803697,10,9,1,1922,0.07184659527818588,0.7164208484700919,12.691146441800168,0.7758263302539821,PRUNED
237,0.27852758617981516,2026-02-26 12:51:48.785852,2026-02-26 12:52:11.806545,0 days 00:00:23.020693,0.6770408233634819,0.0063900544367494864,0.17396938781111937,10,9,1,1972,0.10876659208807617,0.4926978575395804,12.01414311789961,0.7650681955761229,COMPLETE
