number,value,datetime_start,datetime_complete,duration,params_C,params_calib_cv,params_calib_method,params_class_weight_mode,params_gamma,params_kernel,params_max_iter,params_pos_weight,params_tol,state
386,0.08469683525092361,2026-02-26 18:37:54.883192,2026-02-26 18:39:11.133268,0 days 00:01:16.250076,0.020963626523583707,5,sigmoid,custom,0.0434487425294256,rbf,,14.147853823987253,,PRUNED
387,0.08498303555233391,2026-02-26 18:39:11.162241,2026-02-26 18:40:19.997613,0 days 00:01:08.835372,0.03923694355370855,5,sigmoid,custom,0.05935939687368633,rbf,,13.261701947806822,,PRUNED
388,0.10304086141628895,2026-02-26 18:40:20.025807,2026-02-26 18:41:00.185861,0 days 00:00:40.160054,0.014856432868904852,3,sigmoid,custom,0.08594578064411099,rbf,,14.878532760869541,,COMPLETE
389,0.0827362245361482,2026-02-26 18:41:00.218584,2026-02-26 18:42:15.653750,0 days 00:01:15.435166,0.01710452431699429,5,sigmoid,custom,0.0521315807305398,rbf,,13.61987124140097,,PRUNED
390,0.10263081473724159,2026-02-26 18:42:15.682064,2026-02-26 18:43:25.899645,0 days 00:01:10.217581,0.026325822481099995,5,sigmoid,custom,0.07212597121236067,rbf,,12.588086473736208,,COMPLETE
391,0.10440376769401176,2026-02-26 18:43:25.930810,2026-02-26 18:44:49.522938,0 days 00:01:23.592128,0.020566381651453036,5,sigmoid,custom,0.11682531805735231,rbf,,14.539888238940543,,COMPLETE
392,0.08347210058994269,2026-02-26 18:44:49.553320,2026-02-26 18:46:16.902801,0 days 00:01:27.349481,0.011663368470457782,5,sigmoid,custom,0.04461445287656757,rbf,,16.117259326434738,,PRUNED
393,0.08309728738242855,2026-02-26 18:46:16.930421,2026-02-26 18:47:18.831739,0 days 00:01:01.901318,0.014255343941766205,5,sigmoid,custom,0.060537803191234155,rbf,,10.97212300800773,,PRUNED
394,0.08391449983957884,2026-02-26 18:47:18.860820,2026-02-26 18:47:52.873122,0 days 00:00:34.012302,16.111438165745366,5,sigmoid,custom,0.08307722798026958,rbf,,12.795133706104986,,PRUNED
395,0.08919855908122507,2026-02-26 18:47:52.898996,2026-02-26 18:49:53.485156,0 days 00:02:00.586160,0.01819667550794079,5,sigmoid,custom,0.03512928218548412,rbf,,33.8443374930773,,PRUNED
396,0.09042115327821383,2026-02-26 18:49:53.513042,2026-02-26 18:51:08.898506,0 days 00:01:15.385464,0.022613941968452473,5,sigmoid,custom,0.02473423836257325,rbf,,13.994029258824082,,PRUNED
397,0.0844671157869751,2026-02-26 18:51:08.926870,2026-02-26 18:52:19.462332,0 days 00:01:10.535462,0.03185124545020288,5,sigmoid,custom,0.05493810665650731,rbf,,13.423319138533348,,PRUNED
398,0.11599246979975165,2026-02-26 18:52:19.501230,2026-02-26 18:52:21.175193,0 days 00:00:01.673963,0.008878068766861029,5,sigmoid,custom,,linear,10653.0,15.49255682869997,0.0008979479282230555,PRUNED
399,0.10218229982833356,2026-02-26 18:52:21.202577,2026-02-26 18:52:54.003170,0 days 00:00:32.800593,0.01334832080426834,3,sigmoid,custom,0.07381519266289431,rbf,,11.787226009150704,,COMPLETE
400,0.08634395184822365,2026-02-26 18:52:54.156472,2026-02-26 18:53:42.677115,0 days 00:00:48.520643,0.012975422069074117,3,sigmoid,custom,0.27143635845983616,rbf,,11.836972415694607,,PRUNED
401,0.10470506144243948,2026-02-26 18:53:42.704723,2026-02-26 18:54:16.814316,0 days 00:00:34.109593,0.011217327890009628,3,sigmoid,custom,0.16710017573845556,rbf,,10.145055036640802,,COMPLETE
402,0.10657862669043662,2026-02-26 18:54:16.863959,2026-02-26 18:54:47.159384,0 days 00:00:30.295425,0.01353461882585987,3,sigmoid,custom,0.0006429344756121929,rbf,,11.324066138491013,,PRUNED
403,0.11199734868908875,2026-02-26 18:54:47.192152,2026-02-26 18:55:22.905531,0 days 00:00:35.713379,0.017855539418870768,3,isotonic,custom,0.09981235252890217,rbf,,12.612542984393771,,COMPLETE
404,0.10207317135953546,2026-02-26 18:55:22.950543,2026-02-26 18:55:56.061015,0 days 00:00:33.110472,0.025432249151892742,3,sigmoid,custom,0.07590339072563411,rbf,,11.96980621314396,,COMPLETE
405,0.10219588193391922,2026-02-26 18:55:56.114069,2026-02-26 18:56:28.036539,0 days 00:00:31.922470,0.028420088103366912,3,sigmoid,custom,0.08414801791685045,rbf,,11.408436919434351,,COMPLETE
406,0.10276789762271635,2026-02-26 18:56:28.067607,2026-02-26 18:57:00.450167,0 days 00:00:32.382560,0.04385302391682602,3,sigmoid,custom,0.11670850632127071,rbf,,10.654734857059724,,COMPLETE
407,0.10232983462133112,2026-02-26 18:57:00.485011,2026-02-26 18:57:32.365031,0 days 00:00:31.880020,0.03569255568329037,3,sigmoid,custom,0.09586524561992658,rbf,,11.069900349318797,,COMPLETE
408,0.10403046502173827,2026-02-26 18:57:32.398009,2026-02-26 18:58:08.043904,0 days 00:00:35.645895,0.03580921999834883,3,sigmoid,custom,0.1450221607150866,rbf,,11.275832219311205,,COMPLETE
409,0.08282867280835794,2026-02-26 18:58:08.076065,2026-02-26 18:58:49.716325,0 days 00:00:41.640260,0.029366013850538532,3,sigmoid,custom,0.2178612534229211,rbf,,10.30061194962429,,PRUNED
410,0.10243011041597716,2026-02-26 18:58:49.745306,2026-02-26 18:59:21.299839,0 days 00:00:31.554533,0.037276342759131734,3,sigmoid,custom,0.10139454819706532,rbf,,10.795128685237268,,COMPLETE
411,0.10356118073205385,2026-02-26 18:59:21.330250,2026-02-26 18:59:54.208600,0 days 00:00:32.878350,0.04047149964239258,3,sigmoid,custom,0.1384248887053531,rbf,,9.884273614563591,,COMPLETE
412,0.10278429700754821,2026-02-26 18:59:54.239791,2026-02-26 19:00:27.017639,0 days 00:00:32.777848,0.03244624166295211,3,sigmoid,custom,0.10961133251591257,rbf,,11.002531327513328,,COMPLETE
413,0.10509917447910966,2026-02-26 19:00:27.049555,2026-02-26 19:01:05.009656,0 days 00:00:37.960101,0.05344349197966025,3,sigmoid,custom,0.18304460497477987,rbf,,10.203091588962018,,COMPLETE
414,0.10229035044168407,2026-02-26 19:01:05.041593,2026-02-26 19:01:33.637683,0 days 00:00:28.596090,0.04931293018568718,3,sigmoid,custom,0.10103938156393008,rbf,,9.287474301091821,,COMPLETE
415,0.10377547641525398,2026-02-26 19:01:33.670114,2026-02-26 19:02:05.848173,0 days 00:00:32.178059,0.05468858097176849,3,sigmoid,custom,0.1458250888760378,rbf,,9.201470370000514,,COMPLETE
416,0.10314844330979005,2026-02-26 19:02:05.879083,2026-02-26 19:02:35.834429,0 days 00:00:29.955346,0.04165450747015482,3,sigmoid,custom,0.11982646660788705,rbf,,8.685192697424986,,COMPLETE
417,0.1017528486098892,2026-02-26 19:02:35.879767,2026-02-26 19:03:07.148119,0 days 00:00:31.268352,0.06918046086451275,3,sigmoid,custom,0.1006913293008225,rbf,,11.014297115537426,,COMPLETE
418,0.10244988297271454,2026-02-26 19:03:07.195526,2026-02-26 19:03:33.200790,0 days 00:00:26.005264,0.0638059527463668,3,sigmoid,custom,0.0970664061795874,rbf,,8.041390418509794,,COMPLETE
419,0.10452513400386527,2026-02-26 19:03:33.233048,2026-02-26 19:04:05.170215,0 days 00:00:31.937167,0.0458973310607677,3,sigmoid,custom,0.15756729308422535,rbf,,8.55584881391881,,COMPLETE
420,0.10274734256335642,2026-02-26 19:04:05.232820,2026-02-26 19:04:35.502063,0 days 00:00:30.269243,0.04953371123034704,3,sigmoid,custom,0.11712504001052831,rbf,,9.510291620129584,,COMPLETE
421,0.12741554501659821,2026-02-26 19:04:35.533944,2026-02-26 19:04:39.888864,0 days 00:00:04.354920,0.11620975170722274,3,sigmoid,custom,,linear,8209.0,9.2639946674027,1.073752473710517e-06,PRUNED
422,0.10214495642147003,2026-02-26 19:04:39.924138,2026-02-26 19:05:11.132606,0 days 00:00:31.208468,0.056343296991969195,3,sigmoid,custom,0.10512729725098027,rbf,,10.455108339096999,,COMPLETE
423,0.08230084910184497,2026-02-26 19:05:11.163195,2026-02-26 19:05:47.821391,0 days 00:00:36.658196,0.06502138489605286,3,sigmoid,custom,0.1986999848867049,rbf,,8.155236298883494,,PRUNED
424,0.10231745222038335,2026-02-26 19:05:47.849673,2026-02-26 19:06:19.483583,0 days 00:00:31.633910,0.10060825136516355,3,sigmoid,custom,0.12765690765989243,rbf,,10.599250648315943,,COMPLETE
425,0.10341746100490648,2026-02-26 19:06:19.515919,2026-02-26 19:06:52.107369,0 days 00:00:32.591450,0.06158628895284633,3,sigmoid,custom,0.140896527429678,rbf,,9.71449827901794,,COMPLETE
426,0.14577383198137778,2026-02-26 19:06:52.153019,2026-02-26 19:07:20.794132,0 days 00:00:28.641113,0.09624448819453991,3,isotonic,custom,0.12529396421845523,rbf,,8.551247661122398,,COMPLETE
427,0.1053129989533195,2026-02-26 19:07:20.825783,2026-02-26 19:07:59.922395,0 days 00:00:39.096612,0.05528217758401924,3,sigmoid,custom,0.18960282988277397,rbf,,10.537953940000692,,COMPLETE
428,0.10174668022722973,2026-02-26 19:07:59.977310,2026-02-26 19:08:28.845900,0 days 00:00:28.868590,0.07895480951156007,3,sigmoid,custom,0.0982653821530031,rbf,,9.890780792135708,,COMPLETE
429,0.10370621383968721,2026-02-26 19:08:28.899108,2026-02-26 19:09:02.717750,0 days 00:00:33.818642,0.06637220225714183,3,sigmoid,custom,0.151076105112171,rbf,,9.986142946894317,,COMPLETE
430,0.10271212818547204,2026-02-26 19:09:02.749735,2026-02-26 19:09:35.619507,0 days 00:00:32.869772,0.054828274789395906,3,sigmoid,custom,0.12218246359226133,rbf,,10.727753784298354,,COMPLETE
431,0.10196361633072556,2026-02-26 19:09:35.651037,2026-02-26 19:10:05.902678,0 days 00:00:30.251641,0.05896221302021464,3,sigmoid,custom,0.10027704541028326,rbf,,10.400946580434313,,COMPLETE
432,0.10180966875218109,2026-02-26 19:10:05.936718,2026-02-26 19:10:35.776726,0 days 00:00:29.840008,0.08401352506232622,3,sigmoid,custom,0.10308801719691563,rbf,,10.327422508445132,,COMPLETE
433,0.08447713940810898,2026-02-26 19:10:35.816951,2026-02-26 19:11:22.476802,0 days 00:00:46.659851,0.06092181270337736,3,sigmoid,custom,0.25249505502497427,rbf,,9.667180594393441,,PRUNED
434,0.10202066986825284,2026-02-26 19:11:22.502871,2026-02-26 19:11:52.668376,0 days 00:00:30.165505,0.08717348755326484,3,sigmoid,custom,0.11113957856859437,rbf,,10.318572715642945,,COMPLETE
435,0.10441359908690502,2026-02-26 19:11:52.704041,2026-02-26 19:12:30.143013,0 days 00:00:37.438972,0.08600853908162942,3,sigmoid,custom,0.1780064165774711,rbf,,10.47513433072573,,COMPLETE
436,0.10194701365679933,2026-02-26 19:12:30.174465,2026-02-26 19:13:00.741083,0 days 00:00:30.566618,0.08075654014853424,3,sigmoid,custom,0.10758107642464279,rbf,,10.3648361043151,,COMPLETE
437,0.08855967318444827,2026-02-26 19:13:00.772809,2026-02-26 19:14:07.889525,0 days 00:01:07.116716,0.08180710454468741,3,sigmoid,custom,0.3389000426378685,rbf,,10.14076157969568,,PRUNED
438,0.10288659347350329,2026-02-26 19:14:07.918818,2026-02-26 19:14:41.205302,0 days 00:00:33.286484,0.08538019790254822,3,sigmoid,custom,0.13964970054319117,rbf,,10.600318154001451,,COMPLETE
439,0.10180651124858338,2026-02-26 19:14:41.235967,2026-02-26 19:15:07.987155,0 days 00:00:26.751188,0.1415554710911174,3,sigmoid,custom,0.10494689982393003,rbf,,8.963402570716458,,COMPLETE
440,0.10236110976995041,2026-02-26 19:15:08.029694,2026-02-26 19:15:36.088929,0 days 00:00:28.059235,0.07230582419413147,3,sigmoid,custom,0.1068601970519687,rbf,,8.912609403632654,,COMPLETE
441,0.10385113249829711,2026-02-26 19:15:36.123297,2026-02-26 19:16:08.352551,0 days 00:00:32.229254,0.11645321864847263,3,sigmoid,custom,0.1568518500059341,rbf,,8.760426912491004,,COMPLETE
442,0.10212927295487699,2026-02-26 19:16:08.395218,2026-02-26 19:16:37.018814,0 days 00:00:28.623596,0.07424153724526539,3,sigmoid,custom,0.10486704552208687,rbf,,9.395145701147536,,COMPLETE
443,0.1016707876124735,2026-02-26 19:16:37.051874,2026-02-26 19:17:04.515272,0 days 00:00:27.463398,0.14045115752859447,3,sigmoid,custom,0.10631674963849828,rbf,,9.670613024252122,,COMPLETE
444,0.10193745566406305,2026-02-26 19:17:04.563392,2026-02-26 19:17:31.745627,0 days 00:00:27.182235,0.1410283676766105,3,sigmoid,custom,0.11068118801058541,rbf,,9.059619072902718,,COMPLETE
445,0.10539215803717705,2026-02-26 19:17:31.788541,2026-02-26 19:18:11.431505,0 days 00:00:39.642964,0.17957244844417536,3,sigmoid,custom,0.21595193600556764,rbf,,9.196056079966057,,COMPLETE
446,0.10242905517272449,2026-02-26 19:18:11.463218,2026-02-26 19:18:40.414851,0 days 00:00:28.951633,0.13483507704639955,3,sigmoid,custom,0.1265715100888131,rbf,,9.115278246688696,,COMPLETE
447,0.12786441490353348,2026-02-26 19:18:40.446338,2026-02-26 19:18:44.565434,0 days 00:00:04.119096,0.14057421259679792,3,sigmoid,custom,,linear,18043.0,9.069050128882386,2.2259474920356652e-06,PRUNED
448,0.10333473538454219,2026-02-26 19:18:44.595197,2026-02-26 19:19:17.137021,0 days 00:00:32.541824,0.14420334308203514,3,sigmoid,custom,0.15823902587723096,rbf,,9.459063638814355,,COMPLETE
